id|tweet|subtask_a
id|!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...|NOT
id|!!!!! RT @mleew17: boy dats cold...tyga dwn bad for cuffin dat hoe in the 1st place!!|OFF
id|!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever fuck a bitch and she start to cry? You be confused as shit|OFF
id|!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny|NOT
id|!!!!!!!!!!!!! RT @ShenikaRoberts: The shit you hear about me might be true or it might be faker than the bitch who told it to ya &#57361;|OFF
id|"!!!!!!!!!!!!!!!!!!""@T_Madison_x: The shit just blows me..claim you so faithful and down for somebody but still fucking with hoes! &#128514;&#128514;&#128514;"""|NOT
id|"!!!!!!""@__BrighterDays: I can not just sit up and HATE on another bitch .. I got too much shit going on!"""|OFF
id|!!!!&#8220;@selfiequeenbri: cause I'm tired of you big bitches coming for us skinny girls!!&#8221;|OFF
id|""" &amp; you might not get ya bitch back &amp; thats that """|OFF
id|""" @rhythmixx_ :hobbies include: fighting Mariam""|NOT
id|""" Keeks is a bitch she curves everyone "" lol I walked into a conversation like this. Smh"|OFF
id|""" Murda Gang bitch its Gang Land """|OFF
id|""" So hoes that smoke are losers ? "" yea ... go on IG"|NOT
id|""" bad bitches is the only thing that i like """|OFF
id|""" bitch get up off me """|NOT
id|""" bitch nigga miss me with it """|OFF
id|""" bitch plz whatever """|OFF
id|""" bitch who do you love """|NOT
id|""" bitches get cut off everyday B """|OFF
id|""" black bottle &amp; a bad bitch """|OFF
id|""" broke bitch cant tell me nothing """|OFF
id|""" cancel that bitch like Nino """|OFF
id|""" cant you see these hoes wont change """|OFF
id|""" fuck no that bitch dont even suck dick "" &#128514;&#128514;&#128514; the Kermit videos bout to fuck IG up"|OFF
id|""" got ya bitch tip toeing on my hardwood floors "" &#128514; http://t.co/cOU2WQ5L4q"|OFF
id|""" her pussy lips like Heaven doors "" &#128524;"|NOT
id|""" hoe what its hitting for """|OFF
id|""" i met that pussy on Ocean Dr . i gave that pussy a pill "" &#128524;"|OFF
id|""" i need a trippy bitch who fuck on Hennessy """|OFF
id|""" i spend my money how i want bitch its my business """|OFF
id|""" i txt my old bitch my new bitch pussy wetter """|OFF
id|""" i'd say im back to the old me but my old bitches would get excited "" &#128524;"|OFF
id|""" if you aint bout that Murder Game pussy nigga shut up """|OFF
id|""" if you're toes ain't done you pussy stinks """|OFF
id|""" im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that """|OFF
id|""" is that ya bitch """|OFF
id|""" it aint nothing to cut a bitch off """|OFF
id|""" jus meet son now he ya mane ass bitches "" #Shots"|OFF
id|""" lames crying over hoes thats tears of a clown """|NOT
id|""" like Snoop said in 94 we dont love these hoes """|OFF
id|""" momma said no pussy cats inside my doghouse """|NOT
id|""" most hated but the hoes favorite "" #2MW #SevenOne # http://t.co/BMdSVMc3rC"|OFF
id|""" nice girls bad|OFF
id|""" pimps up pimps up hoes down "" Future voice"|OFF
id|""" post a picture of that pussy get 200 likes """|OFF
id|""" pussy is a powerful drug "" &#128517; #HappyHumpDay http://t.co/R8jsymiB5b"|OFF
id|""" quick piece of pussy call it a drive by """|OFF
id|""" running round here like some brand new pussy thats bout to get fucked """|OFF
id|""" these bitches even worst they'll send them guys for you """|OFF
id|""" these hoes like niggas that spend money not talk bout it """|NOT
id|""" we dont trust these niggas all these bitches """|NOT
id|""" yall niggas b cuffing hoes cause yall aint never have bitches """|OFF
id|""" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;"|OFF
id|""" young Pill Chamberlain these bitches love my music """|OFF
id|"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but........."""|NOT
id|"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight"""|OFF
id|"""&#128514;&#128514;&#128514;@The_Paradox: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: @The_Paradox He a bitch you should do it"""|OFF
id|"""&amp; he's gone always be a hoe"""|OFF
id|"""...Son of a bitch took my Tic Tacs.""|OFF
id|"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons"|OFF
id|"""@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet"|NOT
id|"""@A7XDemery: I'm a fucking fag they said"""|OFF
id|"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?"|OFF
id|"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad"|NOT
id|"""@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice"" Yes"|OFF
id|"""@AdoreZoey: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! &#128553;&#128553;&#128553;&#128553;"" I SWEAR!!!!!"|OFF
id|"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof and hot soles"|NOT
id|"""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol"|NOT
id|"""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S"|OFF
id|"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?"|NOT
id|"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao"|NOT
id|"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch"|OFF
id|"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!"|OFF
id|"""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit"""|OFF
